,facility_name,address,community_area,phone_number,zipcode,operation_time,longitude,latitude,x_coordinate,y_coordinate,service_type,notes
998,Austin Childcare Providers' Network,5701 W DIVISION ST,AUSTIN,7733797627,60651,,-87.7681396,41.9019971,1138112.6273450002,1907384.4907651,family support (workforce services),Employment Preparation and Placement Program
999,Casa Central,1343 N CALIFORNIA AVE,WEST TOWN,7736452335,60622,,-87.6968074,41.905986,1157520.701625,1908974.0468358998,family support (workforce services),Industry-Specific Training and Placement Program
1000,Center for Changing Lives,1955 N ST. LOUIS AVE,LOGAN SQUARE,7733421751,60647,,-87.7133858,41.91716470000001,1152978.3561143999,1913014.5330732,family support (workforce services),Employment Preparation and Placement Program
1001,Center on Halsted,3656 N HALSTED ST,LAKE VIEW,773 4726469,60613,,-87.64968329999999,41.9489662,1170223.6660419,1924734.840528,family support (workforce services),Industry-Specific Training and Placement Program
1002,Chicago Federation of Labor Workers Assitance Com,130 E RANDOLPH ST,LOOP,3125659561,60601,,-87.62327259999999,41.8845884,1177602.4726021,1901333.8741553002,family support (workforce services),Employment Preparation and Placement Program
1003,Chicago Horticultural Society/Chicago Botanic Garden,2600 W 26TH PLACE,SOUTH LAWNDALE,8476507304,60022,,-87.69037229999999,41.8439716,1159441.6835494,1886389.168486,family support (workforce services),Transitional Jobs Program
1004,Chicago House and Social Service Agency,1925 N CLYBOURN AVE,LINCOLN PARK,7732485200,60614,,-87.65647840000001,41.9160604,1168469.8598491,1912729.2101317002,family support (workforce services),Employment Preparation and Placement Program
1005,Chicago Urban League,4510 S MICHIGAN AVE,GRAND BOULEVARD,7732858827,60653,,-87.6230742,41.8127248,1177873.0751948,1875147.4453272999,family support (workforce services),Employment Preparation and Placement Program
1006,Chicago Women in Trades,2444 W 16TH ST,NEAR WEST SIDE,3129421444,60608,,-87.6875608,41.8594508,1160165.3351516002,1892035.5007564998,family support (workforce services),Industry-Specific Training and Placement Program
1007,Chinese American Service League (CASL),2141 S TAN CT,ARMOUR SQUARE,3127910509,60616,,-87.63561120000001,41.8544555,1174331.8372028,1890325.9409073996,family support (workforce services),Employment Preparation and Placement Program
1008,Chinese Mutual Aid Association,1016 W ARGYLE ST,UPTOWN,7737842900,60640,,-87.65567490000001,41.9734112,1168523.3172155002,1933629.7380667,family support (workforce services),Employment Preparation and Placement Program
1009,Community Assistance Programs - Cottage Grove,11715 S COTTAGE GROVE AVE,RIVERDALE,773 4681984,60621,,-87.6106925,41.681034600000004,1181651.4680263,1827188.8516518,family support (workforce services),Employment Preparation and Placement Program
1010,Community Assistance Programs - Cottage Grove,11715 S COTTAGE GROVE AVE,RIVERDALE,773 4681984,60621,,-87.6106925,41.681034600000004,1181651.4680263,1827188.8516518,family support (workforce services),Industry-Specific Training and Placement Program
1011,Community Assistance Programs - Cottage Grove,11715 S COTTAGE GROVE AVE,RIVERDALE,773 4681984,60621,,-87.6106925,41.681034600000004,1181651.4680263,1827188.8516518,family support (workforce services),Transitional Jobs Program
1012,Employment & Employer Services,208 S LASALLE ST,LOOP,3124421151,60604,,-87.6324304,41.879109899999996,1175125.0384254998,1899317.0360139,family support (workforce services),Employment Preparation and Placement Program
1013,Employment & Employer Services,208 S LASALLE ST,LOOP,3124421151,60604,,-87.6324304,41.879109899999996,1175125.0384254998,1899317.0360139,family support (workforce services),Transitional Jobs Program
1014,Goldie's Place,5705 N LINCOLN AVE,WEST RIDGE,7732718922,60659,,-87.69842690000002,41.985210200000004,1156865.9819324,1937840.2975262,family support (workforce services),Employment Preparation and Placement Program
1015,"Goodwill Industries of Metropolitan Chicago, Inc.",30 N RACINE AVE,NEAR WEST SIDE,7736275765,60607,,-87.656865,41.8825452,1168460.9236736998,1900515.4379831,family support (workforce services),Employment Preparation and Placement Program
1016,Greater West Town Community Development Project,500 N MILWAUKEE AVE,WEST TOWN,310 4329595,60612,,-87.64777459999999,41.891146299999996,1170911.3364948,1903669.3158663001,family support (workforce services),Employment Preparation and Placement Program
1017,Greater West Town Community Development Project,500 N MILWAUKEE AVE,WEST TOWN,310 4329595,60612,,-87.64777459999999,41.891146299999996,1170911.3364948,1903669.3158663001,family support (workforce services),Industry-Specific Training and Placement Program
1018,Greater West Town Community Development Project,500 N MILWAUKEE AVE,WEST TOWN,310 4329595,60612,,-87.64777459999999,41.891146299999996,1170911.3364948,1903669.3158663001,family support (workforce services),Transitional Jobs Program
1019,Greater West Town Community Development Project,790 N MILWAUKEE AVE,WEST TOWN,312 43295,60642,,-87.65528509999999,41.8960117,1168852.3978826,1905426.0343211999,family support (workforce services),Transitional Jobs Program
1020,Growing Home Inc,5814 S WOOD ST,WEST ENGLEWOOD,773 5491336,60614,,-87.66942979999999,41.7880369,1165305.5462363001,1866050.2727798999,family support (workforce services),Transitional Jobs Program
1021,"Heartland Human Care Services, Inc.",400 W 76TH ST,GREATER GRAND CROSSING,312 8704938,60636,,-87.63450379999999,41.7563625,1174924.165057,1854583.8547936,family support (workforce services),Transitional Jobs Program
1022,Howard Area Community Center,7648 N PAULINA ST,ROGERS PARK,773 2626622,60626,,-87.67322800000001,42.0208094,1163617.0055717,1950864.6773479,family support (workforce services),Community Re-Entry Support Centers
1023,Howard Area Community Center,7648 N PAULINA ST,ROGERS PARK,773 2626622,60626,,-87.67322800000001,42.0208094,1163617.0055717,1950864.6773479,family support (workforce services),Employment Preparation and Placement Program
1024,Inspiration Corporation,4554 N BROADWAY AVE,UPTOWN,773 8780981,60640,,-87.6574062,41.965038799999995,1168076.5905572,1930575.1127595,family support (workforce services),Employment Preparation and Placement Program
1025,Inspiration Corporation,4554 N BROADWAY AVE,UPTOWN,773 8780981,60640,,-87.6574062,41.965038799999995,1168076.5905572,1930575.1127595,family support (workforce services),Transitional Jobs Program
1026,Instituto Del Progreso Latino,2520 S WESTERN AVE,LOWER WEST SIDE,7738900055,60608,,-87.6856203,41.8459534,1160731.0556448998,1887121.0780816001,family support (workforce services),Employment Preparation and Placement Program
1027,Jane Addams Resource Corporation,4432 N RAVENSWOOD AVE,LINCOLN SQUARE,7737517115,60640,,-87.67469720000001,41.9625109,1163381.1512347,1929617.3090283,family support (workforce services),Industry-Specific Training and Placement Program
1028,Jewish Vocational Services,216 W JACKSON BLVD,LOOP,312 6733404,60606,,-87.6342474,41.8782232,1174632.8618639,1898989.8885291999,family support (workforce services),Employment Preparation and Placement Program
1029,Korean American Community Services,4300 N CALIFORNIA AVE,IRVING PARK,7735835501,60618,,-87.6985595,41.959498100000005,1156899.3812498,1928470.4262861,family support (workforce services),Employment Preparation and Placement Program
1030,Local Initiatives Support Corporation (Central State SER),3948 W 26TH ST,SOUTH LAWNDALE,7735429030,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (workforce services),Employment Preparation and Placement Program
1031,Local Initiatives Support Corporation (Jane Addams Resource Corporation),4432 N RAVENSWOOD AVE,LINCOLN SQUARE,7737517122,60640,,-87.67469720000001,41.9625109,1163381.1512347,1929617.3090283,family support (workforce services),Employment Preparation and Placement Program
1032,Local Initiatives Support Corporation (North Lawndale Employment Network),3726 W FLOURNOY ST,EAST GARFIELD PARK,7736381086,60624,,-87.71923690000001,41.8727331,1151501.7719038,1896812.2262262001,family support (workforce services),Employment Preparation and Placement Program
1033,Local Initiatives Support Corporation (The CARA Program),4655 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,312 7983336,60661,,-87.6164468,41.809567,1179689.380591,1874011.7582195,family support (workforce services),Employment Preparation and Placement Program
1034,McDermott Center dba Haymarket Center,932 W WASHINGTON BLVD,NEAR WEST SIDE,312 2267984,60607,,-87.650963,41.8831927,1170066.2629101998,1900764.1187008,family support (workforce services),Employment Preparation and Placement Program
1035,McDermott Center dba Haymarket Center,932 W WASHINGTON BLVD,NEAR WEST SIDE,312 2267984,60607,,-87.650963,41.8831927,1170066.2629101998,1900764.1187008,family support (workforce services),Transitional Jobs Program
1036,Metropolitian Family Services,6343 S HALSTED ST,ENGLEWOOD,773 3713625,60621,,-87.64460840000001,41.7784729,1172102.6265351998,1862618.4804479,family support (workforce services),Employment Preparation and Placement Program
1037,Metropolitian Family Services,6343 S HALSTED ST,ENGLEWOOD,773 3713625,60621,,-87.64460840000001,41.7784729,1172102.6265351998,1862618.4804479,family support (workforce services),Transitional Jobs Program
1038,"National Able Network, Inc.",567 W LAKE ST,NEAR WEST SIDE,312 9944213,60661,,-87.642526,41.885594299999994,1172356.7014251002,1901657.6373702,family support (workforce services),Transitional Jobs Program
1039,National Latino Education Institute,2011 W PERSHING RD,NEW CITY,77324700707,60609,,-87.6755722,41.8229903,1163532.9370498,1878774.2283279,family support (workforce services),Employment Preparation and Placement Program
1040,"New Moms, Inc.",4015 W CARROLL AVE,WEST GARFIELD PARK,773 2523253,60624,,-87.7264959,41.8867105,1149488.7251725001,1901891.4897784,family support (workforce services),Transitional Jobs Program
1041,North Lawndale Employment Network,3721 W FLOURNOY ST,EAST GARFIELD PARK,773 6381806,60624,,-87.7189813,41.872516,1151571.9584084,1896733.6236736,family support (workforce services),Employment Preparation and Placement Program
1042,North Lawndale Employment Network,3721 W FLOURNOY ST,EAST GARFIELD PARK,773 6381806,60624,,-87.7189813,41.872516,1151571.9584084,1896733.6236736,family support (workforce services),Industry-Specific Training and Placement Program
1043,North Lawndale Employment Network,3721 W FLOURNOY ST,EAST GARFIELD PARK,773 6381806,60624,,-87.7189813,41.872516,1151571.9584084,1896733.6236736,family support (workforce services),Transitional Jobs Program
1044,Phalanx Family Services,1201 W 115TH ST,WEST PULLMAN,773 2911086,60643,,-87.6519338,41.6848417,1170374.6722082,1828484.2836343998,family support (workforce services),Community Re-Entry Support Centers
1045,Phalanx Family Services,1201 W 115TH ST,WEST PULLMAN,773 2911086,60643,,-87.6519338,41.6848417,1170374.6722082,1828484.2836343998,family support (workforce services),Employment Preparation and Placement Program
1046,Phalanx Family Services,1201 W 115TH ST,WEST PULLMAN,773 2911086,60643,,-87.6519338,41.6848417,1170374.6722082,1828484.2836343998,family support (workforce services),Industry-Specific Training and Placement Program
1047,Polish American Association Counseling and Case Management,3834 N CICERO AVE,PORTAGE PARK,7732821122,60641,,-87.74738959999999,41.9508283,1143639.8421848,1925216.5248512002,family support (workforce services),Employment Preparation and Placement Program
1048,Polish American Association Counseling and Case Management,3834 N CICERO AVE,PORTAGE PARK,7732821122,60641,,-87.74738959999999,41.9508283,1143639.8421848,1925216.5248512002,family support (workforce services),Industry-Specific Training and Placement Program
1049,The Safer Foundation,571 W JACKSON ,NEAR WEST SIDE,3129227665,60661,,-87.6424539,41.877894700000006,1172398.9219564,1898852.0804069,family support (workforce services),Employment Preparation and Placement Program
1050,Safer Foundation,571 W JACKSON BLVD,NEAR WEST SIDE,312 4317665,60661,,-87.6424539,41.877894700000006,1172398.9219564,1898852.0804069,family support (workforce services),Neighborhood Clean-up
1051,Skills for Chicagoland's Future,191 N WACKER DR,LOOP,3129067211,60606,,-87.63667609999999,41.8855345,1173949.8170613002,1901648.7276973,family support (workforce services),Employment Preparation and Placement Program
1052,St. Leonard's Ministries,2100 W WARREN BLVD,NEAR WEST SIDE,312 2266270,60612,,-87.679227,41.8823037,1162372.1245666,1900380.2528093997,family support (workforce services),Employment Preparation and Placement Program
1053,St. Leonard's Ministries,2100 W WARREN BLVD,NEAR WEST SIDE,312 2266270,60612,,-87.679227,41.8823037,1162372.1245666,1900380.2528093997,family support (workforce services),Industry-Specific Training and Placement Program
1054,"Streetwise, Inc",4554 N BROADWAY AVE,UPTOWN,7733346600,60640,,-87.6574062,41.965038799999995,1168076.5905572,1930575.1127595,family support (workforce services),Transitional Jobs Program
1055,Teamwork Englewood,815 W 63RD ST,ENGLEWOOD,773 4886600,60621,,-87.6454698,41.779631099999996,1171864.3018584999,1863038.6154669998,family support (workforce services),Community Re-Entry Support Centers
1056,The CARA Program,237 W DESPLAINES ST,NEAR WEST SIDE,312 7983336,60661,,-87.6438616,41.8781494,1172014.8043522,1898941.8079874,family support (workforce services),Employment Preparation and Placement Program
1057,The CARA Program,237 W DESPLAINES ST,NEAR WEST SIDE,312 7983336,60661,,-87.6438616,41.8781494,1172014.8043522,1898941.8079874,family support (workforce services),Industry-Specific Training and Placement Program
1058,The CARA Program,237 W DESPLAINES ST,NEAR WEST SIDE,312 7983336,60661,,-87.6438616,41.8781494,1172014.8043522,1898941.8079874,family support (workforce services),Transitional Jobs Program
1059,Catholic Bishop of Chicago - St Sabina,7825 S RACINE AVE,AUBURN GRESHAM,7737833760,60620,,-87.65361970000001,41.751616399999996,1169722.0837027,1852812.6291742001,family support (workforce services),Employment Preparation and Placement Program
1060,Chicago Lighthouse for People Who Are Blind,1850 W ROOSEVELT RD,NEAR WEST SIDE,3127430300,60608,,-87.6733159,41.8669058,1164024.9408458,1894781.602409,family support (workforce services),Transitional Jobs Program
1061,"Ethiopian Community Association of Chicago, Inc.",1730 W GREENLEAF AVE,ROGERS PARK,7735080309,60626,,-87.673637,42.0103198,1163535.3109950002,1947041.3328943,family support (workforce services),Employment Preparation and Placement Program
1062,"Ethiopian Community Association of Chicago, Inc.",1730 W GREENLEAF AVE,ROGERS PARK,7735080309,60626,,-87.673637,42.0103198,1163535.3109950002,1947041.3328943,family support (workforce services),Industry-Specific Training and Placement Program
1063,The Salvation Army Harbor Light Center,1515 W MONROE AVE,NEAR WEST SIDE,312 2917660,60607,,-87.66505440000002,41.8800857,1166237.8195675,1899601.7219593003,family support (workforce services),Transitional Jobs Program
1064,"Universal Family Connection, Inc.",1350 W 103RD ST,BEVERLY,7738813379,60643,,-87.6568568,41.7068805,1168966.8776861,1836504.3602054,family support (workforce services),Employment Preparation and Placement Program
1065,Westside Health Authority,5816 W DIVISION ST,AUSTIN,773 7860226,60651,,-87.77130090000001,41.9021694,1137251.6216739,1907441.6235056,family support (workforce services),Community Re-Entry Support Centers
1066,Westside Health Authority,5816 W DIVISION ST,AUSTIN,773 7860226,60651,,-87.77130090000001,41.9021694,1137251.6216739,1907441.6235056,family support (workforce services),Employment Preparation and Placement Program
1067,Westside Health Authority,5816 W DIVISION ST,AUSTIN,773 7860226,60651,,-87.77130090000001,41.9021694,1137251.6216739,1907441.6235056,family support (workforce services),Transitional Jobs Program
1068,"826Chi, Inc. NFP",1331 S MILWAUKEE AVE,WEST TOWN,7737728108,60622,,-87.6705934,41.9061288,1164656.1188596,1909080.1331553,family support (youth services),Out of School Time Programming - School Year Only
1069,"A Knock At Midnight, NFP",400 W 76TH ST,GREATER GRAND CROSSING,7734882960,60620,,-87.63450379999999,41.7563625,1174924.165057,1854583.8547936,family support (youth services),One Summer Chicago +PLUS Program
1070,A Safe Haven Foundation,2750 W ROOSEVELT RD,NORTH LAWNDALE,7734358344,60608,,-87.6955148,41.8666251,1157979.1583299,1894633.6042003997,family support (youth services),Mentoring
1071,A Safe Haven Foundation,2750 W ROOSEVELT RD,NORTH LAWNDALE,7734358355,60608,,-87.6955148,41.8666251,1157979.1583299,1894633.6042003997,family support (youth services),One Summer Chicago +PLUS Program
1072,Access Living of Metropolitan Chicago,115 W CHICAGO AVE,NEAR NORTH SIDE,3126402100,60654,,-87.6318282,41.8965176,1175237.1948213999,1905661.7076374001,family support (youth services),Mentoring
1073,After School Matters,66 E RANDOLPH ST,LOOP,3122395229,60601,,-87.6254745,41.8846085,1177002.817324,1901336.2446631,family support (youth services),After School Program
1074,After School Matters,66 E RANDOLPH ST,LOOP,3122395229,60601,,-87.6254745,41.8846085,1177002.817324,1901336.2446631,family support (youth services),Summer Youth Program
1075,"Albany Park Community Center, Inc.",1945 S WILSON AVE,LINCOLN SQUARE,7734333248,60640,,-87.6779643,41.9650014,1162485.6650882,1930518.0180766003,family support (youth services),Behavioral Health Support (At-Risk Youth)
1076,Alliance for Community Peace,509 W ELM ST,NEAR NORTH SIDE,7738468830,60610,,-87.641584,41.9025646,1172563.3411047,1907843.6812368,family support (youth services),CHA After School Program
1077,Alliance for Community Peace,509 W ELM ST,NEAR NORTH SIDE,7738468830,60610,,-87.641584,41.9025646,1172563.3411047,1907843.6812368,family support (youth services),Out of School Time Programming - Year Round
1078,"Alternatives, Inc.",4730 N SHERIDAN RD,UPTOWN,7735067474,60640,,-87.654957,41.9681374,1168733.7679772,1931709.4970701,family support (youth services),Greencorps Program
1079,"Alternatives, Inc.",4730 N SHERIDAN RD,UPTOWN,7735067474,60640,,-87.654957,41.9681374,1168733.7679772,1931709.4970701,family support (youth services),One Summer Chicago +PLUS Program
1080,"Alternatives, Inc.",4730 N SHERIDAN RD,UPTOWN,7735067474,60640,,-87.654957,41.9681374,1168733.7679772,1931709.4970701,family support (youth services),Out of School Time Programming - Summer Only
1081,"Alternatives, Inc.",4730 N SHERIDAN RD,UPTOWN,7735067474,60640,,-87.654957,41.9681374,1168733.7679772,1931709.4970701,family support (youth services),RISE
1082,"Alternatives, Inc.",4730 N SHERIDAN RD,UPTOWN,7735067474,60640,,-87.654957,41.9681374,1168733.7679772,1931709.4970701,family support (youth services),Summer Youth Employment Program
1083,"American Indian Center, Inc.",1630 E WILSON AVE,UPTOWN,7732755871,60609,,-87.6706825,41.965325899999996,1164465.1179004998,1930651.5292507,family support (youth services),Out of School Time Programming - Summer and School Breaks
1084,Arab American Action Network (AAAN),8010 S KOSTNER AVE,ASHBURN,7734366060,60652,,-87.7317025,41.7471109,1148427.1652231,1851012.2146084,family support (youth services),Out of School Time Programming - Year Round
1085,Arthur D. Griffin Community Learning Center,1613 S WASHINGTON BLVD,NEAR WEST SIDE,7732989235,60612,,-87.6674557,41.88317979999999,1165575.1316493,1900724.1451188,family support (youth services),Out of School Time Programming - Summer and School Breaks
1086,"Asian Human Services, Inc",2838 W PETERSON AVE,WEST RIDGE,7737282235,60659,,-87.7009285,41.990544799999995,1156171.5029906,1939779.2488742,family support (youth services),Out of School Time Programming - School Year Only
1087,Aspira Inc. Of Illinois,2415 N MILWAUKEE AVE,LOGAN SQUARE,773 2431900,60647,,-87.7007991,41.9251616,1156382.5425683998,1915953.6230706002,family support (youth services),Summer Youth Employment Program
1088,"B.U.I.L.D., Inc.",543 N WALLER AVE,AUSTIN,7732272880,60644,,-87.7676321,41.8903785,1138278.7150694,1903151.5908249,family support (youth services),Intensive Youth Services
1089,"B.U.I.L.D., Inc.",4343 W WRIGHTWOOD ,HERMOSA,7732272880,60639,,-87.7360017,41.9278909,1146795.8448031999,1916879.4926673,family support (youth services),Intensive Youth Services
1090,"B.U.I.L.D., Inc.",5100 W HARRISON ST,AUSTIN,7732272880,60644,,-87.7533602,41.8730766,1142207.2608587,1896872.7643856998,family support (youth services),One Summer Chicago +PLUS Program
1091,"B.U.I.L.D., Inc.",2914 W NORTH AVE,WEST TOWN,7732272880,60647,,-87.6997006,41.9103016,1156721.4923598,1910540.8449693,family support (youth services),Out of School Time Programming - Year Round
1092,"B.U.I.L.D., Inc.",5100 W HARRISON ST,AUSTIN,7732272880,60644,,-87.7533602,41.8730766,1142207.2608587,1896872.7643856998,family support (youth services),RISE
1093,Back of the Yards Neighborhood Council,1751 W 47TH ST,NEW CITY,7735234416,60609,,-87.669428,41.8084518,1165248.5792129,1873489.3242248,family support (youth services),Out of School Time Programming - Year Round
1094,Back of the Yards Neighborhood Council,5114 S ELIZABETH ST,NEW CITY,7735234416,60609,,-87.65640920000001,41.80094520000001,1168819.4236703,1870781.6477768002,family support (youth services),RISE
1095,Back of the Yards Neighborhood Council,1751 W 47TH ST,NEW CITY,7735234416,60609,,-87.669428,41.8084518,1165248.5792129,1873489.3242248,family support (youth services),Summer Youth Employment Program
1096,Beacon Therapeutic School,10650 W LONGWOOD ,BEVERLY,3314573079,60643,,-87.67125109999999,41.6995372,1165056.9651389,1833798.0127354,family support (youth services),Behavioral Health Support (At-Risk Youth)
1097,Better Boys Foundation,1512 S PULASKI ,NORTH LAWNDALE,7732272880,60623,,-87.7251426,41.860261,1149925.52777,1892255.9607849,family support (youth services),Out of School Time Programming - Year Round
1098,Beyond the Ball,3000 S LAWNDALE AVE,SOUTH LAWNDALE,7732272880,60623,,-87.71722609999999,41.8387533,1152138.2677874,1884434.0211249,family support (youth services),Out of School Time Programming - Year Round
1099,Big Brothers Big Sisters of Metropolitan Chicago,560 W LAKE ST,NEAR WEST SIDE,7732272880,60661,,-87.6422616,41.8858128,1172428.0468971,1901737.8458298,family support (youth services),Mentoring
1100,Block Club Federation - Belmont,4224 W BELMONT AVE,IRVING PARK,7732981243,60641,,-87.7331242,41.9391241,1147550.2102158002,1920978.3409270002,family support (youth services),Out of School Time Programming - Year Round
1101,Block Club Federation - North Avenue,3647 W NORTH AVE,HUMBOLDT PARK,7735234416,60647,,-87.7186362,41.9098605,1151568.4479784,1910342.5847624,family support (youth services),Out of School Time Programming - Year Round
1102,Boys & Girls Clubs of Chicago,1425 W 112TH ST,MORGAN PARK,7738476207,60643,,-87.6579679,41.6902896,1168710.8829883998,1830456.4768579,family support (youth services),CHA After School Program
1103,Boys & Girls Clubs of Chicago,2950 W WASHINGTON BLVD,EAST GARFIELD PARK,3122358000,60612,,-87.70082740000001,41.8829604,1156488.2387836,1900575.4455243999,family support (youth services),CHA After School Program
1104,Boys & Girls Clubs of Chicago,2102 W MONROE ,NEAR WEST SIDE,7732271135,60612,,-87.6792552,41.8800815,1162370.5963266,1899570.4275258,family support (youth services),CHA After School Program
1105,Cotter Club OST School Year Program,2915 N LEAVITT ,NORTH CENTER,3122358000,60618,,-87.68292650000001,41.9345117,1161220.4196966998,1919397.1955758,family support (youth services),Out of School Time Programming - School Year Only
1106,General Wood Club OST Year Round Program,2950 W 25TH ST,SOUTH LAWNDALE,7732271135,60623,,-87.69975079999999,41.8465082,1156879.4534334,1887294.4920436002,family support (youth services),Out of School Time Programming - School Year Only
1107,Logan Square Club OST Year Round Program,3228 W PALMER ,LOGAN SQUARE,3122358000,60647,,-87.7086023,41.9211524,1154269.6886251,1914477.0851325002,family support (youth services),Out of School Time Programming - Summer and School Breaks
1108,Boys & Girls Clubs of Chicago,2801 S RIDGEWAY ,SOUTH LAWNDALE,3122075600,60623,,-87.71820600000001,41.840574700000005,1151866.4976586,1885095.7926426001,family support (youth services),Out of School Time Programming - Year Round
1109,Dime Child Foundation,1130 S WABASH ST,LOOP,3124610200,60605,,-87.6259904,41.86831970000001,1176911.2398921999,1895399.4685481002,family support (youth services),Greencorps Program
1110,Breakthrough Urban Ministries,3330 W CARROLL AVE,EAST GARFIELD PARK,3122358000,60624,,-87.7100715,41.8875834,1153958.7305814,1902241.6539485,family support (youth services),Out of School Time Programming - Summer Only
1111,Bright Star Community Outreach,735 E 44TH ST,GRAND BOULEVARD,3122358000,60653,,-87.6076743,41.8148684,1182064.6619016,1875963.6243053002,family support (youth services),Out of School Time Programming - Year Round
1112,Bright Star Community Outreach,735 E 44TH ST,GRAND BOULEVARD,7736062880,60653,,-87.6076743,41.8148684,1182064.6619016,1875963.6243053002,family support (youth services),Summer Youth Employment Program
1113,Brighton Park Neighborhood Council,4250 S ROCKWELL AVE,BRIGHTON PARK,3122358000,60632,,-87.6896845,41.81593529999999,1159705.6420012,1876174.2677121002,family support (youth services),Out of School Time Programming - School Year Only
1114,Brighton Park Neighborhood Council,4250 S ROCKWELL ,BRIGHTON PARK,7735237110,60632,,-87.6896845,41.81593529999999,1159705.6420012,1876174.2677121002,family support (youth services),Summer Youth Employment Program
1115,Cabrini Connections,1000 N ORLEANS ST,NEAR NORTH SIDE,7738810193,60610,,-87.63747120000001,41.900540899999996,1173688.9638892,1907115.3024106002,family support (youth services),Mentoring
1116,Cambodian Association of Illinois,2831 W LAWRENCE AVE,LINCOLN SQUARE,7738810193,60625,,-87.7000105,41.9684141,1156480.7098783997,1931716.5324367,family support (youth services),Out of School Time Programming - Summer Only
1117,Carole Robertson Center for Learning,2929 W 19TH ST,SOUTH LAWNDALE,7735033255,60623,,-87.7004052,41.855379,1156677.3122487,1890525.6813454,family support (youth services),Out of School Time Programming - Year Round
1118,Casa Central,1343 N CALIFORNIA AVE,WEST TOWN,3128889662,60622,,-87.6968074,41.905986,1157520.701625,1908974.0468358998,family support (youth services),Out of School Time Programming - Year Round
1119,Catholic Charities of the Archdiocese of Chicago,651 W LAKE ST,NEAR WEST SIDE,7736452300,60661,,-87.6448113,41.8855871,1171734.4310257,1901650.0252531997,family support (youth services),Behavioral Health Support (At-Risk Youth)
1120,Catholic Charities of the Archdiocese of Chicago,6202 S HALSTED AVE,ENGLEWOOD,7739247046,60621,,-87.6449807,41.781436,1171992.4428655,1863697.3871340998,family support (youth services),One Summer Chicago +PLUS Program
1121,Catholic Charities of the Archdiocese of Chicago,6202 S HALSTED AVE,ENGLEWOOD,7739247046,60621,,-87.6449807,41.781436,1171992.4428655,1863697.3871340998,family support (youth services),Summer Youth Employment Program
1122,Catholic Youth Ministry Center at Morgan Park High School,1825 W MONTEREY AVE,MORGAN PARK,3122266161,60643,,-87.66827669999999,41.6911191,1165892.9145793002,1830736.8147908,family support (youth services),Out of School Time Programming - School Year Only
1123,Center of Higher Development,8732 S BURLEY AVE,SOUTH CHICAGO,3126557000,60617,,-87.5459657,41.7365333,1199147.8739209,1847566.9316601001,family support (youth services),Out of School Time Programming - Year Round
1124,Center on Halsted,3656 N HALSTED ST,LAKE VIEW,3127498992,60613,,-87.64968329999999,41.9489662,1170223.6660419,1924734.840528,family support (youth services),Behavioral Health Support (At-Risk Youth)
1125,Center on Halsted,3656 N HALSTED AVE,LAKE VIEW,7734726469,60613,,-87.64968329999999,41.9489662,1170223.6660419,1924734.840528,family support (youth services),Summer Youth Employment Program
1126,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,7733735700,60653,,-87.61699959999999,41.818706899999995,1179510.9047142,1877341.0198447,family support (youth services),One Summer Chicago +PLUS Program
1127,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,7733735700,60653,,-87.61699959999999,41.818706899999995,1179510.9047142,1877341.0198447,family support (youth services),Summer Youth Employment Program
1128,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,SOUTH LAWNDALE,3129137828,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (youth services),Intensive Youth Services
1129,Dominican University,7000 W DIVISION ST,,7083662490,60305,,,,,,family support (children services),Head Start Support Services
1130,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,SOUTH LAWNDALE,7735429030,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (youth services),One Summer Chicago +PLUS Program
1131,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,SOUTH LAWNDALE,3129137828,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (youth services),Out of School Time Programming - Year Round
1132,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,SOUTH LAWNDALE,7735429030,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (youth services),RISE
1133,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,SOUTH LAWNDALE,3129137828,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (youth services),Youth Work Experience Program
1134,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,SOUTH LAWNDALE,3129137828,60623,,-87.72403680000001,41.8443689,1150267.8389118,1886467.0646996999,family support (youth services),Youth Working for Success
1135,Centro Romero,6216 N CLARK ST,EDGEWATER,7735429030,60660,,-87.6703179,41.994923,1164480.7930648,1941437.6260373,family support (youth services),Out of School Time Programming - Year Round
1136,Changing Life Education Initiative,400 W 76TH ST,GREATER GRAND CROSSING,2178161418,60620,,-87.63450379999999,41.7563625,1174924.165057,1854583.8547936,family support (youth services),One Summer Chicago +PLUS Program
